,Pagetag,Sentence
1330,Beatles,After Help!
1331,Beatles,"'s foray into the world of classical music with flutes and strings, Harrison's introduction of a sitar on ""Norwegian Wood (This Bird Has Flown)"" marked a further progression outside the traditional boundaries of popular music."
1332,Beatles,"As their lyrics grew more artful, fans began to study them for deeper meaning."
1333,Beatles,"Of ""Norwegian Wood"" Lennon commented: ""I was trying to be sophisticated in writing about an affair ... but in such a smokescreen way that you couldn't tell."""
1334,Beatles,"While many of Rubber Soul's prominent songs were the product of Lennon and McCartney's collaborative songwriting, it also featured distinct compositions from each, though they continued to share official credit."
1335,Beatles,"The song ""In My Life"", of which each later claimed lead authorship, is considered a highlight of the entire Lennon–McCartney catalogue."
1336,Beatles,"Harrison called Rubber Soul his ""favourite album"" and Starr referred to it as ""the departure record""."
1337,Beatles,"McCartney has said, ""We'd had our cute period, and now it was time to expand."""
1338,Beatles,"However, recording engineer Norman Smith later stated that the studio sessions revealed signs of growing conflict within the group – ""the clash between John and Paul was becoming obvious"", he wrote, and ""as far as Paul was concerned, George could do no right""."
1339,Beatles,"In 2003, Rolling Stone ranked Rubber Soul fifth among ""The 500 Greatest Albums of All Time"", and AllMusic's Richie Unterberger describes it as ""one of the classic folk-rock records""."
1340,Beatles,"Capitol Records, from December 1963 when it began issuing Beatles recordings for the US market, exercised complete control over format, compiling distinct US albums from the band's recordings and issuing songs of their choosing as singles."
1341,Beatles,"In June 1966, Yesterday and Today, one of Capitol's compilation albums, caused an uproar with its cover, which portrayed the grinning Beatles dressed in butcher's overalls, accompanied by raw meat and mutilated plastic baby dolls."
1342,Beatles,"According to Beatles biographer Bill Harry, it has been incorrectly suggested that this was meant as a satirical response to the way Capitol had ""butchered"" the US versions of the band's albums."
1343,Beatles,"Thousands of copies of the LP had a new cover pasted over the original; an unpeeled ""first-state"" copy fetched $10,500 at a December 2005 auction."
1344,Beatles,"In England, meanwhile, Harrison met sitar maestro Ravi Shankar, who agreed to train him on the instrument."
1345,Beatles,"During a tour of the Philippines the month after the Yesterday and Today furore, the Beatles unintentionally snubbed the nation's first lady, Imelda Marcos, who had expected them to attend a breakfast reception at the Presidential Palace."
1346,Beatles,"When presented with the invitation, Epstein politely declined on the band members' behalf, as it had never been his policy to accept such official invitations."
1347,Beatles,They soon found that the Marcos regime was unaccustomed to taking no for an answer.
1348,Beatles,The resulting riots endangered the group and they escaped the country with difficulty.
1349,Beatles,"Immediately afterwards, the band members visited India for the first time."
1350,Beatles,"– John Lennon, 1966"
1351,Beatles,"Almost as soon as they returned home, the Beatles faced a fierce backlash from US religious and social conservatives (as well as the Ku Klux Klan) over a comment Lennon had made in a March interview with British reporter Maureen Cleave."
1352,Beatles,"""Christianity will go,"" Lennon had said."
1353,Beatles,"""It will vanish and shrink."
1354,Beatles,I needn't argue about that; I'm right and I will be proved right.
1355,Beatles,... Jesus was alright but his disciples were thick and ordinary.
1356,Beatles,"It's them twisting it that ruins it for me."""
1357,Beatles,"The comment went virtually unnoticed in England, but when US teenage fan magazine Datebook printed it five months later – on the eve of the group's August US tour – it sparked a controversy with Christians in America's conservative Bible Belt region."
1358,Beatles,"The Vatican issued a protest, and bans on Beatles' records were imposed by Spanish and Dutch stations and South Africa's national broadcasting service."
1359,Beatles,"Epstein accused Datebook of having taken Lennon's words out of context; at a press conference Lennon pointed out, ""If I'd said television was more popular than Jesus, I might have got away with it."""
1360,Beatles,"Lennon claimed that he was referring to how other people viewed their success, but at the prompting of reporters, he concluded: ""If you want me to apologise, if that will make you happy, then okay, I'm sorry."""
1361,Beatles,"As preparations were made for the US tour, the Beatles knew that their music would hardly be heard."
1362,Beatles,"Having originally used Vox AC30 amplifiers, they later acquired more powerful 100-watt amplifiers, specially designed by Vox for them as they moved into larger venues in 1964, but these were still inadequate."
1363,Beatles,"Struggling to compete with the volume of sound generated by screaming fans, the band had grown increasingly bored with the routine of performing live."
1364,Beatles,"Recognising that their shows were no longer about the music, they decided to make the August tour their last."
1365,Beatles,"Rubber Soul had marked a major step forward; Revolver, released in August 1966 a week before the Beatles' final tour, marked another."
1366,Beatles,"Pitchfork's Scott Plagenhoef identifies it as ""the sound of a band growing into supreme confidence"" and ""redefining what was expected from popular music""."
1367,Beatles,"Revolver featured sophisticated songwriting, studio experimentation, and a greatly expanded repertoire of musical styles, ranging from innovative classical string arrangements to psychedelic rock."
1368,Beatles,"Abandoning the customary group photograph, its cover – designed by Klaus Voormann, a friend of the band since their Hamburg days – ""was a stark, arty, black-and-white collage that caricatured the Beatles in a pen-and-ink style beholden to Aubrey Beardsley"", in Gould's description."
1369,Beatles,"The album was preceded by the single ""Paperback Writer"", backed by ""Rain""."
1370,Beatles,"Short promotional films were made for both songs; described by cultural historian Saul Austerlitz as ""among the first true music videos"", they aired on The Ed Sullivan Show and Top of the Pops in June 1966."
1371,Beatles,"Among the experimental songs that Revolver featured was ""Tomorrow Never Knows"", the lyrics for which Lennon drew from Timothy Leary's The Psychedelic Experience: A Manual Based on the Tibetan Book of the Dead."
1372,Beatles,"Its creation involved eight tape decks distributed about the EMI building, each staffed by an engineer or band member, who randomly varied the movement of a tape loop while Martin created a composite recording by sampling the incoming data."
1373,Beatles,"McCartney's ""Eleanor Rigby"" made prominent use of a string octet; Gould describes it as ""a true hybrid, conforming to no recognisable style or genre of song""."
1374,Beatles,"Harrison was developing as a songwriter, and three of his compositions earned a place on the record."
1375,Beatles,"In 2003, Rolling Stone ranked Revolver as the third greatest album of all time."
1376,Beatles,"During the US tour that followed Revolver's release, the band performed none of its songs."
1377,Beatles,"As Chris Ingham writes, they were very much ""studio creations ... and there was no way a four-piece rock 'n' roll group could do them justice, particularly through the desensitising wall of the fans' screams."
1378,Beatles,"'Live Beatles' and 'Studio Beatles' had become entirely different beasts."""
1379,Beatles,The band's concert at San Francisco's Candlestick Park on 29 August was their last commercial concert.
1380,Beatles,"It marked the end of four years dominated by almost nonstop touring that included over 1,400 concert appearances internationally."
1381,Beatles,"Freed from the burden of touring, the Beatles embraced an increasingly experimental approach as they recorded Sgt."
1382,Beatles,"Pepper's Lonely Hearts Club Band, beginning in late November 1966."
1383,Beatles,"According to engineer Geoff Emerick, the album's recording took over 700 hours."
1384,Beatles,"He recalled the band's insistence ""that everything on Sgt."
1385,Beatles,Pepper had to be different.
1386,Beatles,We had microphones right down in the bells of brass instruments and headphones turned into microphones attached to violins.
1387,Beatles,"We used giant primitive oscillators to vary the speed of instruments and vocals and we had tapes chopped to pieces and stuck together upside down and the wrong way around."""
1388,Beatles,"Parts of ""A Day in the Life"" featured a 40-piece orchestra."
1389,Beatles,"The sessions initially yielded the non-album double A-side single ""Strawberry Fields Forever""/""Penny Lane"" in February 1967; the Sgt."
1390,Beatles,Pepper LP followed with a rush-release in May.
1391,Beatles,"The musical complexity of the records, created using relatively primitive four-track recording technology, astounded contemporary artists."
1392,Beatles,"Among music critics, acclaim for the album was virtually universal."
1393,Beatles,Gould writes:
1394,Beatles,"The overwhelming consensus is that the Beatles had created a popular masterpiece: a rich, sustained, and overflowing work of collaborative genius whose bold ambition and startling originality dramatically enlarged the possibilities and raised the expectations of what the experience of listening to popular music on record could be."
1395,Beatles,"On the basis of this perception, Sgt."
1396,Beatles,Pepper became the catalyst for an explosion of mass enthusiasm for album-formatted rock that would revolutionise both the aesthetics and the economics of the record business in ways that far outstripped the earlier pop explosions triggered by the Elvis phenomenon of 1956 and the Beatlemania phenomenon of 1963.
1397,Beatles,In the wake of Sgt.
1398,Beatles,"Pepper, the underground and mainstream press widely publicised the Beatles as leaders of youth culture, as well as ""lifestyle revolutionaries""."
1399,Beatles,"The album was the first major pop/rock LP to include its complete lyrics, which appeared on the back cover."
1400,Beatles,"Those lyrics were the subject of critical analysis; for instance, in late 1967 the album was the subject of a scholarly inquiry by American literary critic and professor of English Richard Poirier, who observed that his students were ""listening to the group's music with a degree of engagement that he, as a teacher of literature, could only envy""."
1401,Beatles,The elaborate cover also attracted considerable interest and study.
1402,Beatles,"A collage designed by pop artists Peter Blake and Jann Haworth, it depicted the group as the fictional band referred to in the album's title track standing in front of a crowd of famous people."
1403,Beatles,"The heavy moustaches worn by the group reflected the growing influence of hippie style, while cultural historian Jonathan Harris describes their ""brightly coloured parodies of military uniforms"" as a knowingly ""anti-authoritarian and anti-establishment"" display."
1404,Beatles,"Pepper topped the UK charts for 23 consecutive weeks, with a further four weeks at number one in the period through to February 1968."
1405,Beatles,"With 2.5 million copies sold within three months of its release, Sgt."
1406,Beatles,Pepper's initial commercial success exceeded that of all previous Beatles albums.
1407,Beatles,It sustained its immense popularity into the 21st century while breaking numerous sales records.
1408,Beatles,"In 2003, Rolling Stone ranked Sgt."
1409,Beatles,Pepper foremost on its list of the greatest albums of all time.
1410,Beatles,Two Beatles film projects were conceived within weeks of completing Sgt.
1411,Beatles,"Pepper: Magical Mystery Tour, a one-hour television film, and Yellow Submarine, an animated feature-length film produced by United Artists."
1412,Beatles,"The group began recording music for the former in late April 1967, but the project then lay dormant as they focused on recording songs for the latter."
1413,Beatles,"On 25 June, the Beatles performed their forthcoming single ""All You Need Is Love"" to an estimated 350 million viewers on Our World, the first live global television link."
1414,Beatles,"Released a week later, during the Summer of Love, the song was adopted as a flower power anthem."
1415,Beatles,The Beatles' use of psychedelic drugs was at its height during that summer.
1416,Beatles,"In July and August, the group pursued interests related to similar utopian-based ideology, including a week-long investigation into the possibility of starting an island-based commune off the coast of Greece."
1417,Beatles,"On 24 August, the group were introduced to Maharishi Mahesh Yogi in London."
1418,Beatles,"The next day, they travelled to Bangor for his Transcendental Meditation retreat."
1419,Beatles,"On 27 August, their manager's assistant, Peter Brown, phoned to inform them that Epstein had died."
1420,Beatles,"The coroner ruled the death an accidental carbitol overdose, although it was widely rumoured to be a suicide."
1421,Beatles,His death left the group disoriented and fearful about the future.
1422,Beatles,"Lennon recalled: ""We collapsed."
1423,Beatles,I knew that we were in trouble then.
1424,Beatles,"I didn't really have any misconceptions about our ability to do anything other than play music, and I was scared."
1425,Beatles,"I thought, 'We've fuckin' had it now.'"""
1426,Beatles,"Harrison's then-wife Pattie Boyd remembered that ""Paul and George were in complete shock."
1427,Beatles,"I don't think it could have been worse if they had heard that their own fathers had dropped dead."""
1428,Beatles,"During a band meeting in September, McCartney recommended that the band proceed with Magical Mystery Tour."
1429,Beatles,The Magical Mystery Tour soundtrack was released in the UK as a six-track double extended play (EP) in early December 1967.
1430,Beatles,It was the first example of a double EP in the UK.
1431,Beatles,The record carried on the psychedelic vein of Sgt.
1432,Beatles,"Pepper, however, in line with the band's wishes, the packaging reinforced the idea that the release was a film soundtrack rather than a follow-up to Sgt."
1433,Beatles,"In the US, the soundtrack appeared as an identically titled LP that also included five tracks from the band's recent singles."
1434,Beatles,"In its first three weeks, the album set a record for the highest initial sales of any Capitol LP, and it is the only Capitol compilation later to be adopted in the band's official canon of studio albums."
1435,Beatles,"First aired on Boxing Day to an audience of approximately 15 million, the Magical Mystery Tour film brought the group their first critical failure in the UK, largely directed by McCartney."
1436,Beatles,"It was dismissed as ""blatant rubbish"" by the Daily Express; the Daily Mail called it ""a colossal conceit""; and The Guardian labelled the film ""a kind of fantasy morality play about the grossness and warmth and stupidity of the audience""."
1437,Beatles,"Gould describes it as ""a great deal of raw footage showing a group of people getting on, getting off, and riding on a bus""."
1438,Beatles,"Although the viewership figures were respectable, its slating in the press led US television networks to lose interest in broadcasting the film."
1439,Beatles,"The group were less involved with Yellow Submarine, which only featured the band appearing as themselves for a short live-action segment."
1440,Beatles,"Premiering in July 1968, the film featured cartoon versions of the band members and a soundtrack with eleven of their songs, including four unreleased studio recordings that made their debut in the film."
1441,Beatles,"Critics praised the film for its music, humour and innovative visual style."
1442,Beatles,"A soundtrack LP was issued seven months later; it contained those four new songs, the title track (already issued on Revolver), ""All You Need Is Love"" (already issued as a single and on the US Magical Mystery Tour LP) and seven instrumental pieces composed by Martin."
1443,Beatles,"In February 1968, the Beatles travelled to Maharishi Mahesh Yogi's ashram in Rishikesh, India, to take part in a three-month meditation ""Guide Course""."
1444,Beatles,"Their time in India marked one of the band's most prolific periods, yielding numerous songs, including a majority of those on their next album."
1445,Beatles,"However, Starr left after only ten days, unable to stomach the food, and McCartney eventually grew bored and departed a month later."
1446,Beatles,"For Lennon and Harrison, creativity turned to question when an electronics technician known as Magic Alex suggested that the Maharishi was attempting to manipulate them."
1447,Beatles,"When he alleged that the Maharishi had made sexual advances to women attendees, a persuaded Lennon left abruptly just two months into the course, bringing an unconvinced Harrison and the remainder of the group's entourage with him."
1448,Beatles,"In anger, Lennon wrote a scathing song titled ""Maharishi"", renamed ""Sexy Sadie"" to avoid potential legal issues."
1449,Beatles,"McCartney said, ""We made a mistake."
1450,Beatles,"We thought there was more to him than there was."""
1451,Beatles,"In May, Lennon and McCartney traveled to New York for the public unveiling of the Beatles' new business venture, Apple Corps."
1452,Beatles,"It was initially formed several months earlier as part of a plan to create a tax-effective business structure, but the band then desired to extend the corporation to other pursuits, including record distribution, peace activism, and education."
1453,Beatles,"McCartney described Apple as ""rather like a Western communism""."
1454,Beatles,"The enterprise drained the group financially with a series of unsuccessful projects handled largely by members of the Beatles' entourage, who were given their jobs regardless of talent and experience."
1455,Beatles,"Among its numerous subsidiaries were Apple Electronics, established to foster technological innovations with Magic Alex at the head, and Apple Retailing, which opened the short-lived Apple Boutique in London."
1456,Beatles,"Harrison later said, ""Basically, it was chaos ... John and Paul got carried away with the idea and blew millions, and Ringo and I just had to go along with it."""
1457,Beatles,"From late May to mid-October 1968, the group recorded what became The Beatles, a double LP commonly known as ""the White Album"" for its virtually featureless cover."
1458,Beatles,"During this time, relations between the members grew openly divisive."
1459,Beatles,"Starr quit for two weeks, leaving his bandmates to record ""Back in the U.S.S.R."" and ""Dear Prudence"" as a trio."
1460,Beatles,"Lennon had lost interest in collaborating with McCartney, whose contribution ""Ob-La-Di, Ob-La-Da"" he scorned as ""granny music shit""."
1461,Beatles,"Tensions were further aggravated by Lennon's romantic preoccupation with avant-garde artist Yoko Ono, whom he insisted on bringing to the sessions despite the group's well-established understanding that girlfriends were not allowed in the studio."
1462,Beatles,"McCartney has recalled that the album ""wasn't a pleasant one to make""."
1463,Beatles,He and Lennon identified the sessions as the start of the band's break-up.
1464,Beatles,"With the record, the band executed a wider range of musical styles and broke with their recent tradition of incorporating several musical styles in one song by keeping each piece of music consistently faithful to a select genre."
1465,Beatles,"During the sessions, the group upgraded to an eight-track tape console, which made it easier for them to layer tracks piecemeal, while the members often recorded independently of each other, affording the album a reputation as a collection of solo recordings rather than a unified group effort."
1466,Beatles,"Describing the double album, Lennon later said: ""Every track is an individual track; there isn't any Beatle music on it."
1467,Beatles,"John and the band, Paul and the band, George and the band."""
1468,Beatles,"The sessions also produced the Beatles' longest song yet, ""Hey Jude"", released in August as a non-album single with ""Revolution""."
1469,Beatles,"Issued in November, the White Album was the band's first Apple Records album release, although EMI continued to own their recordings."
1470,Beatles,"The record attracted more than 2 million advance orders, selling nearly 4 million copies in the US in little over a month, and its tracks dominated the playlists of American radio stations."
1471,Beatles,Its lyric content was the focus of much analysis by the counterculture.
1472,Beatles,"Despite its popularity, reviewers were largely confused by the album's content, and it failed to inspire the level of critical writing that Sgt."
1473,Beatles,Pepper had.
1474,Beatles,"General critical opinion eventually turned in favour of the White Album, and in 2003, Rolling Stone ranked it as the tenth greatest album of all time."
1475,Beatles,"Although Let It Be was the Beatles' final album release, it was largely recorded before Abbey Road."
1476,Beatles,"The project's impetus came from an idea Martin attributes to McCartney, who suggested they ""record an album of new material and rehearse it, then perform it before a live audience for the very first time – on record and on film""."
1477,Beatles,"Originally intended for a one-hour television programme to be called Beatles at Work, in the event much of the album's content came from studio work beginning in January 1969, many hours of which were captured on film by director Michael Lindsay-Hogg."
1478,Beatles,"Martin said that the project was ""not at all a happy recording experience."
1479,Beatles,"It was a time when relations between the Beatles were at their lowest ebb."""
1480,Beatles,"Lennon described the largely impromptu sessions as ""hell ... the most miserable ... on Earth"", and Harrison, ""the low of all-time""."
1481,Beatles,"Irritated by McCartney and Lennon, Harrison walked out for five days."
1482,Beatles,"Upon returning, he threatened to leave the band unless they ""abandon all talk of live performance"" and instead focused on finishing a new album, initially titled Get Back, using songs recorded for the TV special."
1483,Beatles,"He also demanded they cease work at Twickenham Film Studios, where the sessions had begun, and relocate to the newly finished Apple Studio."
1484,Beatles,"His bandmates agreed, and it was decided to salvage the footage shot for the TV production for use in a feature film."
1485,Beatles,"To alleviate tensions within the band and improve the quality of their live sound, Harrison invited keyboardist Billy Preston to participate in the last nine days of sessions."
1486,Beatles,"Preston received label billing on the ""Get Back"" single – the only musician ever to receive that acknowledgment on an official Beatles release."
1487,Beatles,"After the rehearsals, the band could not agree on a location to film a concert, rejecting several ideas, including a boat at sea, a lunatic asylum, the Tunisian desert, and the Colosseum."
1488,Beatles,"Ultimately, what would be their final live performance was filmed on the rooftop of the Apple Corps building at 3 Savile Row, London, on 30 January 1969."
1489,Beatles,"Five weeks later, engineer Glyn Johns, whom Lewisohn describes as Get Back's ""uncredited producer"", began work assembling an album, given ""free rein"" as the band ""all but washed their hands of the entire project""."
1490,Beatles,"New strains developed between the band members regarding the appointment of a financial adviser, the need for which had become evident without Epstein to manage business affairs."
1491,Beatles,"Lennon, Harrison and Starr favoured Allen Klein, who had managed the Rolling Stones and Sam Cooke; McCartney wanted Lee and John Eastman – father and brother, respectively, of Linda Eastman, whom McCartney married on 12 March."
1492,Beatles,"Agreement could not be reached, so both Klein and the Eastmans were temporarily appointed: Klein as the Beatles' business manager and the Eastmans as their lawyers."
1493,Beatles,"Further conflict ensued, however, and financial opportunities were lost."
1494,Beatles,"On 8 May, Klein was named sole manager of the band, the Eastmans having previously been dismissed as the Beatles' lawyers."
1495,Beatles,"McCartney refused to sign the management contract with Klein, but he was out-voted by the other Beatles."
1496,Beatles,"Martin stated that he was surprised when McCartney asked him to produce another album, as the Get Back sessions had been ""a miserable experience"" and he had ""thought it was the end of the road for all of us""."
1497,Beatles,The primary recording sessions for Abbey Road began on 2 July.
1498,Beatles,"Lennon, who rejected Martin's proposed format of a ""continuously moving piece of music"", wanted his and McCartney's songs to occupy separate sides of the album."
1499,Beatles,"The eventual format, with individually composed songs on the first side and the second consisting largely of a medley, was McCartney's suggested compromise."
1500,Beatles,"Emerick noted that the replacement of the studio's valve mixing console with a transistorised one yielded a less punchy sound, leaving the group frustrated at the thinner tone and lack of impact and contributing to its ""kinder, gentler"" feel relative to their previous albums."
1501,Beatles,"On 4 July, the first solo single by a Beatle was released: Lennon's ""Give Peace a Chance"", credited to the Plastic Ono Band."
1502,Beatles,"The completion and mixing of ""I Want You (She's So Heavy)"" on 20 August was the last occasion on which all four Beatles were together in the same studio."
1503,Beatles,"On 8 September, while Starr was in hospital, the other band members met to discuss recording a new album."
1504,Beatles,"They considered a different approach to songwriting by ending the Lennon–McCartney pretense and having four compositions apiece from Lennon, McCartney and Harrison, with two from Starr and a lead single around Christmas."
1505,Beatles,"On 20 September, Lennon announced his departure to the rest of the group but agreed to withhold a public announcement to avoid undermining sales of the forthcoming album."
1506,Beatles,"Released on 26 September, Abbey Road sold four million copies within three months and topped the UK charts for a total of seventeen weeks."
1507,Beatles,"Its second track, the ballad ""Something"", was issued as a single – the only Harrison composition that appeared as a Beatles A-side."
1508,Beatles,"Abbey Road received mixed reviews, although the medley met with general acclaim."
1509,Beatles,"Unterberger considers it ""a fitting swan song for the group"", containing ""some of the greatest harmonies to be heard on any rock record""."
1510,Beatles,"Musicologist and author Ian MacDonald calls the album ""erratic and often hollow"", despite the ""semblance of unity and coherence"" offered by the medley."
1511,Beatles,"Martin singled it out as his favourite Beatles album; Lennon said it was ""competent"" but had ""no life in it""."
1512,Beatles,"For the still unfinished Get Back album, one last song, Harrison's ""I Me Mine"", was recorded on 3 January 1970."
1513,Beatles,"Lennon, in Denmark at the time, did not participate."
1514,Beatles,"In March, rejecting the work Johns had done on the project, now retitled Let It Be, Klein gave the session tapes to American producer Phil Spector, who had recently produced Lennon's solo single ""Instant Karma!"""
1515,Beatles,"In addition to remixing the material, Spector edited, spliced and overdubbed several of the recordings that had been intended as ""live""."
1516,Beatles,"McCartney was unhappy with the producer's approach and particularly dissatisfied with the lavish orchestration on ""The Long and Winding Road"", which involved a fourteen-voice choir and 36-piece instrumental ensemble."
1517,Beatles,"McCartney's demands that the alterations to the song be reverted were ignored, and he publicly announced his departure from the band on 10 April, a week before the release of his first, self-titled solo album."
1518,Beatles,"On 8 May 1970, Let It Be was released."
1519,Beatles,"Its accompanying single, ""The Long and Winding Road"", was the Beatles' last; it was released in the US, but not in the UK."
1520,Beatles,"The Let It Be documentary film followed later that month, and would win the 1970 Academy Award for Best Original Song Score."
1521,Beatles,"Sunday Telegraph critic Penelope Gilliatt called it ""a very bad film and a touching one ... about the breaking apart of this reassuring, geometrically perfect, once apparently ageless family of siblings""."
1522,Beatles,Several reviewers stated that some of the performances in the film sounded better than their analogous album tracks.
1523,Beatles,"Describing Let It Be as the ""only Beatles album to occasion negative, even hostile reviews"", Unterberger calls it ""on the whole underrated""; he singles out ""some good moments of straight hard rock in 'I've Got a Feeling' and 'Dig a Pony'"", and praises ""Let It Be"", ""Get Back"", and ""the folky 'Two of Us', with John and Paul harmonising together""."
1524,Beatles,McCartney filed suit for the dissolution of the Beatles' contractual partnership on 31 December 1970.
1525,Beatles,"Legal disputes continued long after their break-up, and the dissolution was not formalised until 29 December 1974, when Lennon signed the paperwork terminating the partnership while on vacation with his family at Walt Disney World Resort in Florida."
1526,Beatles,"Lennon, McCartney, Harrison and Starr all released solo albums in 1970."
1527,Beatles,"Their solo records sometimes involved one or more of the others; Starr's Ringo (1973) was the only album to include compositions and performances by all four ex-Beatles, albeit on separate songs."
1528,Beatles,"With Starr's participation, Harrison staged the Concert for Bangladesh in New York City in August 1971."
1529,Beatles,"Other than an unreleased jam session in 1974, later bootlegged as A Toot and a Snore in '74, Lennon and McCartney never recorded together again."
1530,Beatles,"Two double-LP sets of the Beatles' greatest hits, compiled by Klein, 1962–1966 and 1967–1970, were released in 1973, at first under the Apple Records imprint."
1531,Beatles,"Commonly known as the ""Red Album"" and ""Blue Album"", respectively, each has earned a Multi-Platinum certification in the United States and a Platinum certification in the United Kingdom."
1532,Beatles,"Between 1976 and 1982, EMI/Capitol released a wave of compilation albums without input from the ex-Beatles, starting with the double-disc compilation Rock 'n' Roll Music."
1533,Beatles,"The only one to feature previously unreleased material was The Beatles at the Hollywood Bowl (1977); the first officially issued concert recordings by the group, it contained selections from two shows they played during their 1964 and 1965 US tours."
1534,Beatles,"The music and enduring fame of the Beatles were commercially exploited in various other ways, again often outside their creative control."
1535,Beatles,"In April 1974, the musical John, Paul, George, Ringo ... and Bert, written by Willy Russell and featuring singer Barbara Dickson, opened in London."
1536,Beatles,"It included, with permission from Northern Songs, eleven Lennon-McCartney compositions and one by Harrison, ""Here Comes the Sun""."
1537,Beatles,"Displeased with the production's use of his song, Harrison withdrew his permission to use it."
1538,Beatles,"Later that year, the off-Broadway musical Sgt."
1539,Beatles,Pepper's Lonely Hearts Club Band on the Road opened.
1540,Beatles,All This and World War II (1976) was an unorthodox nonfiction film that combined newsreel footage with covers of Beatles songs by performers ranging from Elton John and Keith Moon to the London Symphony Orchestra.
1541,Beatles,"The Broadway musical Beatlemania, an unauthorised nostalgia revue, opened in early 1977 and proved popular, spinning off five separate touring productions."
1542,Beatles,"In 1979, the band sued the producers, settling for several million dollars in damages."
1543,Beatles,"Pepper's Lonely Hearts Club Band (1978), a musical film starring the Bee Gees and Peter Frampton, was a commercial failure and an ""artistic fiasco"", according to Ingham."
1544,Beatles,"Accompanying the wave of Beatles nostalgia and persistent reunion rumours in the US during the 1970s, several entrepreneurs made public offers to the Beatles for a reunion concert."
1545,Beatles,Promoter Bill Sargent first offered the Beatles $10 million for a reunion concert in 1974.
1546,Beatles,He raised his offer to $30 million in January 1976 and then to $50 million the following month.
1547,Beatles,"On 24 April 1976, during a broadcast of Saturday Night Live, producer Lorne Michaels offered the Beatles $3,000 to reunite on the show."
1548,Beatles,"Lennon and McCartney were watching the live broadcast at Lennon's apartment at the Dakota in New York, which was within driving distance of the NBC studio where the show was being broadcast."
1549,Beatles,"The former bandmates briefly entertained the idea of going to the studio and surprising Michaels by accepting his offer, but decided not to."
1550,Beatles,"In December 1980, Lennon was shot and killed outside his New York City apartment."
1551,Beatles,"Harrison rewrote the lyrics of his song ""All Those Years Ago"" in Lennon's honour."
1552,Beatles,"With Starr on drums and McCartney and his wife, Linda, contributing backing vocals, the song was released as a single in May 1981."
1553,Beatles,"McCartney's own tribute, ""Here Today"", appeared on his Tug of War album in April 1982."
1554,Beatles,"In 1987, Harrison's Cloud Nine album included ""When We Was Fab"", a song about the Beatlemania era."
1555,Beatles,"When the Beatles' studio albums were released on CD by EMI and Apple Corps in 1987, their catalogue was standardised throughout the world, establishing a canon of the twelve original studio LPs as issued in the UK plus the US LP version of Magical Mystery Tour."
1556,Beatles,All the remaining material from the singles and EPs that had not appeared on these thirteen studio albums was gathered on the two-volume compilation Past Masters (1988).
1557,Beatles,"Except for the Red and Blue albums, EMI deleted all its other Beatles compilations – including the Hollywood Bowl record – from its catalogue."
1558,Beatles,"In 1988, the Beatles were inducted into the Rock and Roll Hall of Fame, their first year of eligibility."
1559,Beatles,"Harrison and Starr attended the ceremony with Lennon's widow, Yoko Ono, and his two sons, Julian and Sean."
1560,Beatles,"McCartney declined to attend, citing unresolved ""business differences"" that would make him ""feel like a complete hypocrite waving and smiling with them at a fake reunion""."
1561,Beatles,"The following year, EMI/Capitol settled a decade-long lawsuit filed by the band over royalties, clearing the way to commercially package previously unreleased material."
1562,Beatles,"Live at the BBC, the first official release of unissued Beatles performances in seventeen years, appeared in 1994."
1563,Beatles,"That same year McCartney, Harrison and Starr collaborated on the Anthology project."
1564,Beatles,"Anthology was the culmination of work begun in 1970, when Apple Corps director Neil Aspinall, their former road manager and personal assistant, had started to gather material for a documentary with the working title The Long and Winding Road."
1565,Beatles,"Documenting their history in the band's own words, the Anthology project included the release of several unissued Beatles recordings."
1566,Beatles,"McCartney, Harrison and Starr also added new instrumental and vocal parts to songs recorded as demos by Lennon in the late 1970s."
1567,Beatles,"During 1995–96, the project yielded a television miniseries, an eight-volume video set, and three two-CD/three-LP box sets featuring artwork by Klaus Voormann."
1568,Beatles,"Two songs based on Lennon demos, ""Free as a Bird"" and ""Real Love"", were issued as new Beatles singles."
1569,Beatles,The releases were commercially successful and the television series was viewed by an estimated 400 million people.
1570,Beatles,"In 1999, to coincide with the re-release of the 1968 film Yellow Submarine, an expanded soundtrack album, Yellow Submarine Songtrack, was issued."
1571,Beatles,"The Beatles' 1, a compilation album of the band's British and American number-one hits, was released on 13 November 2000."
1572,Beatles,"It became the fastest-selling album of all time, with 3.6 million sold in its first week and 13 million within a month."
1573,Beatles,It topped albums charts in at least 28 countries.
1574,Beatles,"As of April 2009, the compilation had sold 31 million copies globally, and is the best-selling album of that decade in the United States."
1575,Beatles,Harrison died from metastatic lung cancer in November 2001.
1576,Beatles,"McCartney and Starr were among the musicians who performed at the Concert for George, organised by Eric Clapton and Harrison's widow, Olivia."
1577,Beatles,The tribute event took place at the Royal Albert Hall on the first anniversary of Harrison's death.
1578,Beatles,"In 2003, Let It Be... Naked, a reconceived version of the Let It Be album, with McCartney supervising production, was released."
1579,Beatles,One of the main differences from the Spector-produced version was the omission of the original string arrangements.
1580,Beatles,It was a top ten hit in both Britain and America.
1581,Beatles,"The US album configurations from 1964 to 1965 were released as box sets in 2004 and 2006; The Capitol Albums, Volume 1 and Volume 2 included both stereo and mono versions based on the mixes that were prepared for vinyl at the time of the music's original American release."
